Last Avg Tensiometer,Predicted Avg Tensiometer,Predicted Rain Amount,Predicted Max Temperature,Decision
754,426,-2,28,Not Recommended
749,854,3,22,Double Turn
623,477,8,26,Double Turn
781,441,3,24,Not Recommended
499,443,2,30,Not Recommended
601,742,2,34,Double Turn
492,407,2,32,Half Turn
635,590,15,28,Single Turn
478,501,26,29,Half Turn
199,633,2,28,Not Recommended
600,392,3,28,Single Turn
702,522,1,31,Double Turn
378,578,-2,32,Single Turn
812,128,17,29,Half Turn
576,581,2,30,Half Turn
757,510,2,35,Half Turn
616,436,22,21,Not Recommended
777,423,12,26,Not Recommended
708,424,1,25,Single Turn
781,358,26,21,Not Recommended
471,472,12,31,Single Turn
662,443,19,25,Half Turn
320,527,2,30,Not Recommended
558,666,-9,22,Single Turn
688,321,12,28,Not Recommended
734,492,21,26,Not Recommended
795,360,28,19,Single Turn
729,615,19,21,Half Turn
774,599,18,29,Single Turn
676,337,-1,32,Single Turn
611,458,31,28,Double Turn
638,521,1,23,Single Turn
610,499,-3,28,Not Recommended
752,612,22,27,Double Turn
608,708,1,29,Single Turn
322,675,14,25,Not Recommended
588,587,-2,22,Double Turn
530,828,1,34,Half Turn
523,202,2,25,Half Turn
508,526,0,22,Single Turn
647,750,2,30,Not Recommended
756,563,10,30,Not Recommended
489,369,1,24,Double Turn
731,816,14,33,Double Turn
621,577,1,26,Single Turn
548,205,22,26,Not Recommended
779,700,-1,30,Half Turn
301,839,6,35,Half Turn
594,420,-1,26,Single Turn
156,822,3,26,Not Recommended
548,558,3,29,Half Turn
288,435,23,36,Not Recommended
274,326,1,28,Not Recommended
715,383,2,22,Single Turn
510,784,15,23,Double Turn
706,332,0,32,Double Turn
799,432,21,28,Half Turn
727,380,14,28,Single Turn
468,303,29,36,Single Turn
244,883,2,28,Single Turn
708,363,2,31,Half Turn
699,563,1,32,Single Turn
789,436,18,27,Double Turn
689,447,2,30,Double Turn
397,765,11,31,Not Recommended
681,487,1,24,Half Turn
644,551,2,27,Double Turn
757,577,27,25,Double Turn
567,312,9,26,Single Turn
739,552,10,26,Not Recommended
535,517,18,30,Single Turn
328,268,2,31,Single Turn
592,210,1,31,Single Turn
432,507,25,26,Half Turn
745,404,0,30,Single Turn
695,374,2,37,Single Turn
560,376,17,32,Single Turn
642,365,0,35,Not Recommended
431,514,0,32,Not Recommended
493,389,17,29,Half Turn
657,416,2,22,Not Recommended
470,293,3,20,Double Turn
365,750,1,32,Not Recommended
800,454,3,25,Not Recommended
715,363,2,27,Single Turn
735,524,17,35,Half Turn
755,361,0,27,Not Recommended
604,503,0,34,Single Turn
658,465,1,26,Double Turn
603,810,12,32,Not Recommended
410,437,3,33,Single Turn
573,345,-3,27,Double Turn
279,700,16,24,Half Turn
674,475,9,26,Single Turn
701,480,26,22,Not Recommended
732,302,2,24,Half Turn
632,530,2,21,Double Turn
770,191,3,25,Not Recommended
559,531,4,27,Not Recommended
739,533,3,27,Not Recommended
423,435,23,28,Single Turn
701,511,-2,29,Not Recommended
736,806,1,26,Not Recommended
295,460,-1,25,Single Turn
565,410,1,26,Not Recommended
625,464,3,23,Half Turn
766,473,2,30,Single Turn
705,544,0,36,Double Turn
563,614,3,31,Not Recommended
693,854,2,30,Double Turn
817,563,0,27,Double Turn
381,808,16,25,Not Recommended
415,804,26,30,Single Turn
586,424,17,27,Single Turn
745,465,0,23,Single Turn
769,578,2,26,Not Recommended
654,575,27,31,Half Turn
537,691,1,24,Single Turn
470,525,-3,26,Not Recommended
570,423,0,25,Single Turn
570,545,22,33,Half Turn
525,477,26,23,Half Turn
481,794,2,39,Single Turn
490,309,25,27,Double Turn
658,379,1,28,Half Turn
631,796,3,27,Not Recommended
652,423,24,28,Not Recommended
728,476,19,26,Not Recommended
558,666,-3,31,Not Recommended
504,588,3,22,Half Turn
652,56,13,33,Not Recommended
769,737,20,32,Double Turn
310,588,9,27,Not Recommended
655,371,11,29,Not Recommended
584,270,28,25,Not Recommended
646,572,0,26,Double Turn
764,515,-1,27,Half Turn
481,581,1,34,Not Recommended
788,427,29,25,Not Recommended
628,288,3,26,Not Recommended
724,407,31,36,Half Turn
531,613,4,32,Single Turn
455,800,1,33,Not Recommended
60,724,9,32,Double Turn
754,465,3,25,Half Turn
503,446,0,29,Single Turn
417,590,12,23,Double Turn
352,556,3,27,Double Turn
452,345,9,26,Double Turn
725,424,12,25,Half Turn
753,432,27,34,Half Turn
677,593,11,29,Not Recommended
580,528,2,29,Double Turn
504,455,21,26,Half Turn
550,438,2,33,Not Recommended
639,314,2,24,Single Turn
740,466,1,26,Double Turn
601,717,14,25,Not Recommended
768,527,5,20,Double Turn
656,746,1,27,Not Recommended
760,448,7,24,Not Recommended
751,291,0,33,Half Turn
709,361,26,27,Not Recommended
587,463,1,25,Not Recommended
478,790,1,32,Half Turn
657,522,0,30,Not Recommended
754,318,28,33,Half Turn
512,308,24,26,Not Recommended
667,463,18,27,Half Turn
770,182,2,24,Half Turn
441,731,1,30,Double Turn
786,424,1,26,Double Turn
625,616,3,28,Not Recommended
698,563,5,35,Half Turn
421,467,2,32,Not Recommended
665,135,23,38,Not Recommended
563,239,-1,26,Half Turn
298,854,17,31,Not Recommended
689,381,-1,20,Single Turn
386,607,7,25,Double Turn
655,504,17,27,Not Recommended
704,364,22,34,Half Turn
641,513,-1,31,Single Turn
695,453,11,28,Not Recommended
288,526,21,30,Single Turn
504,483,2,30,Not Recommended
582,644,2,27,Single Turn
665,418,-2,24,Double Turn
813,664,3,25,Not Recommended
768,122,-4,26,Not Recommended
795,332,20,33,Single Turn
185,406,28,33,Not Recommended
707,418,27,28,Half Turn
763,563,2,33,Not Recommended
452,428,8,27,Not Recommended
611,505,14,26,Single Turn
692,405,13,29,Not Recommended
713,260,27,31,Half Turn
490,633,10,28,Single Turn
261,761,-4,26,Half Turn
352,347,2,28,Double Turn
569,489,10,36,Double Turn
732,608,32,22,Not Recommended
539,590,1,26,Half Turn
638,106,23,22,Half Turn
597,578,-2,30,Single Turn
720,529,-1,22,Half Turn
493,550,16,32,Not Recommended
716,323,3,21,Not Recommended
530,408,7,28,Single Turn
508,824,28,31,Double Turn
532,445,3,28,Double Turn
727,404,2,25,Double Turn
556,413,1,28,Not Recommended
804,550,1,32,Half Turn
638,272,0,31,Not Recommended
714,410,11,30,Not Recommended
692,501,2,29,Single Turn
487,741,1,28,Half Turn
746,409,0,22,Single Turn
537,439,25,26,Single Turn
740,386,7,29,Not Recommended
363,445,15,24,Not Recommended
544,622,25,32,Not Recommended
507,518,1,31,Single Turn
762,709,22,23,Single Turn
750,702,3,33,Single Turn
572,661,2,29,Half Turn
475,702,28,21,Single Turn
466,821,21,30,Not Recommended
726,642,10,30,Half Turn
221,325,13,28,Single Turn
751,488,25,33,Not Recommended
444,452,21,33,Single Turn
609,859,0,23,Double Turn
658,620,24,21,Not Recommended
733,305,2,28,Not Recommended
640,382,0,29,Single Turn
770,546,13,26,Single Turn
601,221,7,23,Double Turn
199,588,8,34,Not Recommended
456,439,0,27,Not Recommended
417,567,3,36,Half Turn
639,472,1,26,Not Recommended
492,641,1,26,Half Turn
488,508,14,33,Double Turn
740,609,1,25,Half Turn
772,481,24,28,Half Turn
711,695,4,27,Not Recommended
601,492,1,31,Single Turn
585,609,2,25,Single Turn
513,453,15,27,Single Turn
339,312,2,28,Half Turn
633,480,17,31,Not Recommended
621,766,11,21,Single Turn
681,580,0,31,Single Turn
692,497,22,30,Half Turn
562,448,0,29,Double Turn
713,409,1,25,Half Turn
642,396,19,25,Half Turn
650,585,8,30,Not Recommended
501,647,0,25,Half Turn
517,523,16,27,Not Recommended
260,449,16,31,Single Turn
710,459,14,27,Single Turn
592,602,3,22,Half Turn
736,532,27,32,Double Turn
425,582,16,32,Not Recommended
591,449,1,28,Double Turn
581,466,0,27,Double Turn
722,884,1,29,Not Recommended
698,514,-1,26,Not Recommended
632,768,11,34,Not Recommended
217,254,9,27,Not Recommended
616,680,12,27,Not Recommended
629,526,8,26,Single Turn
797,654,22,25,Not Recommended
723,502,0,24,Not Recommended
482,382,18,21,Single Turn
504,428,1,27,Single Turn
433,463,2,25,Not Recommended
633,751,0,25,Single Turn
553,681,18,27,Not Recommended
696,228,22,29,Half Turn
666,405,3,28,Not Recommended
507,475,7,30,Double Turn
816,514,30,26,Not Recommended
292,465,17,29,Single Turn
482,522,1,27,Not Recommended
730,593,-1,20,Single Turn
505,801,24,29,Single Turn
715,793,1,25,Half Turn
705,436,1,35,Not Recommended
598,693,0,24,Half Turn
246,382,1,28,Single Turn
291,592,22,27,Single Turn
679,527,28,33,Single Turn
540,371,-1,32,Not Recommended
727,376,26,25,Double Turn
688,666,1,29,Not Recommended
730,636,4,29,Not Recommended
539,347,0,27,Half Turn
633,436,23,29,Not Recommended
640,498,3,32,Single Turn
553,481,29,26,Single Turn
591,516,-1,27,Not Recommended
549,246,17,29,Not Recommended
398,627,1,24,Half Turn
638,616,21,22,Not Recommended
717,455,-2,30,Single Turn
604,413,22,26,Single Turn
398,484,10,26,Half Turn
687,828,-2,20,Single Turn
623,360,14,32,Half Turn
410,410,6,34,Half Turn
521,531,2,27,Not Recommended
404,471,1,26,Not Recommended
792,637,-1,25,Single Turn
375,682,-1,22,Single Turn
279,588,18,27,Double Turn
712,361,4,24,Not Recommended
757,611,0,28,Half Turn
722,722,16,33,Single Turn
614,445,29,26,Single Turn
618,562,16,27,Single Turn
752,753,18,27,Single Turn
312,513,1,34,Not Recommended
752,808,2,27,Half Turn
774,375,29,23,Double Turn
595,262,28,33,Single Turn
560,267,21,30,Double Turn
680,585,3,25,Not Recommended
745,480,12,26,Double Turn
656,324,21,27,Single Turn
707,490,11,26,Half Turn
720,133,6,29,Half Turn
593,412,2,31,Not Recommended
714,291,0,27,Double Turn
703,311,2,26,Not Recommended
738,385,2,24,Single Turn
736,386,9,22,Half Turn
634,552,24,27,Not Recommended
376,449,9,28,Double Turn
410,607,26,25,Half Turn
282,320,17,26,Half Turn
633,559,15,26,Not Recommended
748,398,16,25,Not Recommended
575,534,18,27,Half Turn
748,823,3,26,Single Turn
480,807,2,20,Not Recommended
554,455,23,31,Double Turn
674,519,2,27,Half Turn
599,777,27,26,Double Turn
636,544,2,31,Not Recommended
797,352,29,27,Not Recommended
515,439,1,22,Not Recommended
550,430,15,26,Not Recommended
587,554,7,26,Not Recommended
529,413,22,24,Single Turn
558,597,0,28,Not Recommended
681,709,3,29,Not Recommended
448,619,0,32,Double Turn
761,381,2,27,Double Turn
470,438,1,29,Not Recommended
623,514,2,23,Double Turn
697,386,0,23,Not Recommended
213,296,3,27,Single Turn
614,378,4,25,Double Turn
755,678,2,29,Single Turn
572,387,0,28,Single Turn
369,269,2,27,Not Recommended
587,397,3,23,Double Turn
712,546,20,29,Not Recommended
491,452,0,24,Half Turn
701,536,-1,28,Not Recommended
415,311,1,22,Not Recommended
620,275,-2,25,Half Turn
692,533,2,29,Single Turn
648,361,0,27,Not Recommended
760,574,3,22,Single Turn
678,475,12,27,Not Recommended
747,512,3,28,Single Turn
421,492,1,28,Single Turn
695,606,2,30,Double Turn
535,372,1,31,Half Turn
528,537,24,26,Single Turn
545,358,22,34,Single Turn
528,759,0,23,Single Turn
542,479,2,33,Not Recommended
575,547,2,32,Not Recommended
193,535,19,32,Not Recommended
436,500,3,24,Half Turn
291,841,2,31,Not Recommended
680,527,0,30,Single Turn
805,401,23,31,Single Turn
617,705,16,22,Single Turn
523,665,0,23,Half Turn
671,348,25,24,Not Recommended
614,235,20,31,Not Recommended
725,422,16,33,Double Turn
759,229,13,31,Not Recommended
700,486,3,23,Double Turn
684,524,-3,29,Half Turn
409,522,24,35,Not Recommended
505,322,2,26,Double Turn
354,475,-1,31,Half Turn
532,684,2,26,Double Turn
355,475,21,26,Single Turn
494,593,24,29,Double Turn
565,198,0,24,Double Turn
533,432,3,23,Single Turn
472,445,28,26,Double Turn
720,621,18,28,Single Turn
609,390,11,31,Single Turn
455,317,27,28,Single Turn
369,520,1,28,Not Recommended
704,488,3,20,Double Turn
706,810,1,25,Double Turn
585,709,0,31,Half Turn
501,312,0,32,Single Turn
525,539,2,27,Not Recommended
457,572,0,25,Single Turn
279,188,4,26,Half Turn
616,328,26,26,Double Turn
465,566,-2,26,Not Recommended
597,464,0,28,Double Turn
719,491,29,34,Double Turn
790,487,-1,30,Half Turn
743,542,1,26,Single Turn
706,413,1,21,Not Recommended
592,619,0,31,Not Recommended
782,560,0,27,Half Turn
725,382,23,25,Half Turn
612,7,1,26,Double Turn
465,426,22,30,Not Recommended
641,508,2,22,Double Turn
746,511,23,30,Single Turn
645,547,1,33,Not Recommended
638,477,2,26,Not Recommended
606,794,16,24,Single Turn
738,521,15,32,Not Recommended
776,367,28,34,Double Turn
712,817,3,24,Single Turn
717,493,18,23,Half Turn
744,629,12,31,Double Turn
586,689,14,29,Half Turn
698,635,19,21,Not Recommended
709,717,13,35,Not Recommended
515,271,2,25,Half Turn
670,396,19,31,Single Turn
785,534,14,26,Single Turn
481,324,25,21,Half Turn
636,460,12,34,Double Turn
728,813,8,30,Half Turn
664,478,-1,23,Double Turn
428,346,5,33,Not Recommended
692,639,0,29,Not Recommended
648,527,4,27,Double Turn
767,832,28,27,Not Recommended
737,582,29,26,Single Turn
451,443,3,22,Double Turn
612,618,27,27,Double Turn
510,290,-1,31,Not Recommended
792,469,15,27,Half Turn
473,651,2,23,Half Turn
676,472,13,21,Single Turn
379,481,15,30,Double Turn
464,326,6,27,Single Turn
404,547,2,33,Not Recommended
700,439,9,25,Double Turn
608,36,19,29,Half Turn
557,286,2,38,Double Turn
587,395,3,28,Not Recommended
736,430,19,31,Not Recommended
527,488,12,26,Not Recommended
230,274,2,23,Not Recommended
498,400,1,25,Single Turn
342,809,1,23,Double Turn
473,392,21,29,Single Turn
486,432,1,20,Single Turn
744,186,23,31,Half Turn
569,298,27,23,Not Recommended
773,425,2,23,Double Turn
599,783,1,27,Not Recommended
594,410,29,31,Double Turn
420,388,22,25,Single Turn
643,847,20,31,Not Recommended
353,466,14,21,Not Recommended
177,833,2,36,Single Turn
709,651,2,38,Not Recommended
507,419,19,29,Not Recommended
592,355,25,24,Double Turn
630,628,26,28,Not Recommended
637,570,3,30,Single Turn
406,685,1,27,Half Turn
644,490,17,23,Not Recommended
495,705,-1,35,Single Turn
795,840,-1,28,Single Turn
788,340,2,27,Not Recommended
488,681,-1,32,Not Recommended
572,416,2,32,Half Turn
366,430,17,27,Not Recommended
441,825,0,32,Half Turn
549,510,25,27,Single Turn
417,342,16,25,Double Turn
562,522,8,33,Double Turn
610,542,0,22,Half Turn
645,531,23,29,Half Turn
675,521,22,19,Double Turn
547,317,14,36,Half Turn
735,425,2,32,Not Recommended
683,771,18,33,Half Turn
726,829,-2,31,Half Turn
436,420,3,28,Half Turn
748,558,3,25,Not Recommended
509,515,-1,31,Single Turn
576,493,18,26,Single Turn
709,177,1,31,Single Turn
319,449,2,28,Not Recommended
513,599,0,29,Half Turn
567,671,2,28,Half Turn
770,626,17,38,Not Recommended
539,586,-1,26,Half Turn
757,505,20,25,Double Turn
443,363,22,30,Single Turn
556,408,3,29,Not Recommended
758,527,3,32,Double Turn
124,635,26,32,Single Turn
556,658,16,35,Not Recommended
371,461,15,30,Not Recommended
416,694,-1,38,Double Turn
563,155,0,26,Double Turn
264,433,1,24,Single Turn
728,578,11,34,Half Turn
634,4,3,34,Single Turn
748,663,3,25,Not Recommended
743,525,3,32,Half Turn
654,580,29,28,Not Recommended
424,573,14,26,Not Recommended
580,467,0,27,Half Turn
745,470,26,32,Half Turn
451,557,3,29,Not Recommended
624,417,11,32,Not Recommended
623,521,2,31,Single Turn
586,542,-1,34,Half Turn
655,485,-1,26,Single Turn
603,531,2,32,Single Turn
661,99,28,23,Half Turn
10,358,1,32,Single Turn
707,466,3,27,Not Recommended
613,292,22,31,Half Turn
571,415,-1,32,Not Recommended
632,426,14,24,Single Turn
759,488,1,20,Single Turn
241,528,7,36,Half Turn
307,633,15,19,Not Recommended
329,649,23,26,Not Recommended
699,378,10,36,Not Recommended
628,504,9,27,Single Turn
643,403,17,28,Not Recommended
497,526,22,25,Not Recommended
801,477,3,25,Single Turn
654,643,2,26,Single Turn
576,583,20,34,Not Recommended
720,533,12,29,Single Turn
760,806,-1,22,Not Recommended
683,480,2,32,Single Turn
713,482,1,29,Double Turn
723,410,29,33,Not Recommended
532,865,-2,29,Half Turn
400,215,-1,32,Half Turn
314,449,2,27,Not Recommended
234,897,19,28,Half Turn
736,671,2,25,Half Turn
520,536,19,31,Half Turn
620,858,0,25,Half Turn
577,537,6,28,Double Turn
623,475,3,30,Single Turn
772,217,2,23,Not Recommended
342,612,1,24,Not Recommended
607,4,3,28,Half Turn
660,462,13,21,Not Recommended
698,407,10,36,Single Turn
674,399,2,28,Not Recommended
731,209,26,26,Double Turn
556,248,1,28,Not Recommended
731,823,-2,28,Double Turn
391,747,0,32,Half Turn
325,689,11,28,Not Recommended
777,719,3,24,Double Turn
652,542,-1,28,Half Turn
625,543,1,23,Not Recommended
555,890,28,26,Single Turn
550,419,21,27,Not Recommended
574,544,14,35,Double Turn
462,407,11,19,Double Turn
629,39,2,22,Single Turn
493,562,3,32,Not Recommended
510,284,0,21,Single Turn
459,493,1,25,Half Turn
672,383,10,27,Not Recommended
552,756,-1,29,Half Turn
349,380,24,24,Single Turn
718,379,19,26,Not Recommended
640,486,24,26,Not Recommended
755,632,0,33,Not Recommended
699,425,2,26,Single Turn
718,374,2,23,Double Turn
622,601,2,28,Not Recommended
479,594,2,30,Not Recommended
548,880,1,29,Not Recommended
645,286,1,22,Not Recommended
730,431,23,37,Half Turn
734,156,4,25,Not Recommended
596,544,3,27,Not Recommended
598,475,27,28,Double Turn
76,342,30,24,Double Turn
570,714,23,29,Single Turn
669,647,1,29,Half Turn
800,595,4,34,Half Turn
670,480,1,32,Not Recommended
479,543,2,18,Not Recommended
651,545,26,27,Not Recommended
651,373,20,29,Half Turn
671,409,2,25,Double Turn
609,426,30,30,Double Turn
362,406,15,28,Half Turn
744,422,20,19,Not Recommended
792,669,29,30,Not Recommended
590,570,2,27,Not Recommended
696,520,29,29,Single Turn
649,32,1,28,Not Recommended
759,525,17,31,Half Turn
298,475,2,33,Not Recommended
436,779,2,29,Not Recommended
714,270,16,21,Single Turn
530,270,1,29,Single Turn
725,469,3,22,Single Turn
651,574,-1,28,Not Recommended
205,566,2,20,Not Recommended
725,400,1,24,Single Turn
691,541,4,27,Not Recommended
413,412,7,28,Half Turn
604,506,15,36,Half Turn
701,176,19,34,Double Turn
739,706,10,21,Double Turn
662,395,11,19,Half Turn
490,581,16,21,Half Turn
524,344,2,26,Double Turn
569,528,2,29,Not Recommended
665,540,3,26,Not Recommended
703,303,3,30,Half Turn
571,780,1,26,Not Recommended
636,419,3,25,Half Turn
675,662,-5,26,Half Turn
353,645,1,35,Half Turn
661,575,27,25,Not Recommended
348,557,-2,30,Half Turn
709,467,27,26,Not Recommended
488,452,22,27,Half Turn
629,136,23,25,Half Turn
632,514,2,31,Half Turn
700,660,4,29,Single Turn
801,305,2,28,Single Turn
737,779,3,27,Double Turn
590,829,3,22,Not Recommended
467,376,-1,28,Not Recommended
515,283,3,26,Half Turn
766,352,1,30,Single Turn
770,69,18,25,Single Turn
698,505,3,25,Not Recommended
757,757,11,36,Not Recommended
574,367,27,29,Half Turn
684,138,2,28,Single Turn
693,468,1,28,Single Turn
712,534,2,24,Not Recommended
631,453,6,28,Not Recommended
704,665,-2,20,Double Turn
764,242,22,28,Single Turn
711,472,3,32,Half Turn
324,724,3,25,Single Turn
556,497,-1,23,Not Recommended
731,620,-1,26,Not Recommended
729,709,0,25,Half Turn
383,771,18,31,Single Turn
637,609,2,24,Single Turn
636,651,16,35,Single Turn
530,548,10,24,Not Recommended
597,588,4,21,Half Turn
784,429,24,30,Half Turn
729,472,1,28,Single Turn
632,687,2,24,Double Turn
682,757,21,27,Half Turn
666,603,17,27,Single Turn
717,125,23,32,Not Recommended
716,495,7,29,Double Turn
755,817,3,27,Not Recommended
510,818,1,26,Single Turn
599,490,0,25,Single Turn
509,336,1,32,Not Recommended
569,490,0,22,Single Turn
707,861,-1,31,Not Recommended
680,674,15,31,Half Turn
371,697,25,21,Double Turn
328,569,0,30,Half Turn
689,827,0,31,Half Turn
322,568,21,29,Double Turn
593,505,3,29,Not Recommended
621,527,1,26,Single Turn
691,480,25,26,Double Turn
588,820,2,32,Double Turn
728,682,1,29,Single Turn
305,600,2,26,Single Turn
477,763,0,35,Half Turn
803,378,3,21,Double Turn
556,269,0,23,Not Recommended
732,534,9,23,Single Turn
680,745,26,25,Half Turn
744,538,0,21,Not Recommended
654,490,3,24,Single Turn
736,398,-1,29,Not Recommended
621,407,3,26,Not Recommended
608,620,25,27,Not Recommended
664,-63,29,31,Double Turn
556,549,1,27,Single Turn
656,570,0,28,Double Turn
506,769,-1,23,Single Turn
664,501,20,19,Single Turn
573,560,19,32,Single Turn
681,500,9,20,Half Turn
695,576,26,28,Half Turn
595,665,28,24,Single Turn
606,413,2,26,Not Recommended
301,292,19,26,Half Turn
716,546,1,30,Single Turn
683,193,3,30,Double Turn
